"Key","Publication Year","Author","Title","Series","Manual Tags"
"WCHQZC7Q","2009","Sumner, Tamara; Devaul, Holly; Davis, Lynne; Weatherley, John","A Curriculum Customization Service","JCDL '09","personalization; science education; educational digital libraries; customizing instruction; differentiated instruction"
"B8RCRSQ6","2009","Stewart, Quinn; Todd, David","Using University Collections in Digital Library Education","JCDL '09","digitization; digital library curriculum; rich-media"
"GV9NHMDX","2009","Shah, Chirag","ContextMiner: Building Context-Rich Digital Collections","JCDL '09","digital curation; digital preservation; contextual information"
"9SG64LSS","2009","Lee, Spencer J.; Fox, Edward A.; Marchionini, Gary; Velacso, Javier; Antunes, Gonçalo; Borbinha, José","Virtual DL Poster Sessions in Second Life","JCDL '09","digital preservation; 3D; second life; tele-presence; virtual world"
"XA3HWRXR","2009","Gelernter, Judith; Lesk, Michael","Text Mining for Indexing","JCDL '09","text mining; automatic classification; content analysis and indexing"
"MADT5CFP","2009","Yan, Fei; Zhang, Ming; Sun, Tao; Lu, Yang; Zhang, Naiyue; Xiao, Long","Analyzing User's Book-Loan Behaviors in Peking University Library from Social Network Perspective","JCDL '09","social network analysis; digital library; log mining"
"GQ4IMLNY","2009","Will, Todd C.; Srinivasan, Anand; Bieber, Michael; Im, Il; Oria, Vincent; Wu, Yi-Fang (Brook)","GRE: Hybrid Recommendations for NSDL Collections","JCDL '09","digital libraries; collaborative filtering; user interface; recommendation systems; content based; knowledge based recommendation; text search engine"
"WJJZYNCV","2009","Larson, Ray R.; Shaw, Ryan","Mapping Life Events: Temporal and Geographic Context for Biographical Information","JCDL '09","geographic information retrieval"
"7KMSNG9T","2009","Henry, Geneva; Rivero, Monica","Our Americas Archive Partnership Demonstration","JCDL '09","repository; social tagging; TEI; harvesting; OAI; american studies; dspace; semantic markup; tag cloud"
"HCFQIQHW","2009","Christel, Michael G.; Baron, Robert V.; Froh, Geoff; Benson, Dan; Richardson, Julieanna","Accessing the Densho and Historymakers Oral History Collections via Informedia Technologies","JCDL '09","digital video library; oral histories; video retrieval"
"7ZQIXVIP","2009","Bainbridge, David; Bell, Tim C.","An Ajax-Based Digital Music Stand for Greenstone","JCDL '09","digital library integration; digital music stand"
"Z8XPGJQU","2009","Winget, Megan A.","Archiving the Videogame Industry: Collecting Primary Materials of New Media Artifacts","JCDL '09","video games; collection development; new media"
"27B7RXN8","2009","Wildemuth, Barbara M.; Pomerantz, Jeffrey P.; Oh, Sanghee; Yang, Seungwon; Fox, Edward A.","The Variety of Ways in Which Instructors Implement a Modular Digital Library Curriculum","JCDL '09","education; computer science; digital libraries; library and information science; curriculum development; instruction"
"ELZJ6CL3","2009","Wang, Jinlong; Gao, Ke; Ren, Yongli; Li, Gang","Journal Ranking Based on Social Information","JCDL '09","journal ranking; mining; social information"
"BX6IF3FE","2009","Tonkin, Emma","MetRe: Supporting the Metadata Revision Process","JCDL '09","metadata"
"FDY9EX34","2009","Takhirov, Naimdjon; Sølvberg, Ingeborg T.","Adaptive Personalized ELearning on Top of Existing LCMS","JCDL '09","personalization; learning objects; eLearning"
"XGH5RN8Z","2009","Wang, Xiaoyue; Keogh, Eamonn","Finding Centuries-Old Hyperlinks with a Novel Semi-Supervised Learning Technique","JCDL '09","hyperlinks; historical digital libraries; historical manuscripts; semi-supervised learning"
"VXPUZ8VR","2009","Tang, Xiaoya","User Search Characteristics on a Specialized Digital Collection Fordomain- and Task-Specific Information","JCDL '09","user study; keyword search; query; terms"
"SI6UNJRU","2009","Shen, Yang; Fu, Huijuan; Liu, Zitao; Liu, Pengpeng; Fu, Qingchuan","Empirical Analysis on Chinese Academic Plagiarism","JCDL '09","social network; plagiarism law; ROST anti-plagiarism software"
"ERSVQVRP","2009","Sanderson, Robert; Llewellyn, Clare; Jones, Richard","Evaluation of OAI-ORE via Large-Scale Information Topology Visualization","JCDL '09","linked data; web 2.0; visualization; OAI-ORE"
"DE4SGGZ7","2009","Rivero, Monica; Henry, Geneva","Metababble: A Clash of Metadata Cultures","JCDL '09","digital library; metadata; social tagging; TEI; minimal processing"
"S29XGTU7","2009","Rabina, Debbie L.; Pattuelli, Maria Cristina","Kindle Usage among LIS Students: An Exploratory Study","JCDL '09","e-books; electronic publishing; social issues; user needs"
"JKVLABRW","2009","Murthy, Uma; Fox, Edward A.; Chen, Yinlin; Hallerman, Eric; Torres, Ricardo; Ramos, Evandro J.; Falcao, Tiago R.C.","Species Identification: Fish Images with CBIR and Annotations","JCDL '09","user study; image annotation; image retrieval; CBIR; fish species identification"
"F2WMA6TN","2009","Loizides, Fernando; Buchanan, George R.","What Patrons Want: Supporting Interaction for Novice Information Seeking Scholars","JCDL '09","document triage; information seeking; novice users"
"Y5KKX6U7","2009","Li, Chao; Xing, Chunxiao; Dong, Li; Huang, Michael Bailou","A Semi-Automatic System for Managing Multiple Digital Preservation Risks of Digital Libraries in China","JCDL '09","digital preservation; web service; integration; XML"
"5GIMTBK3","2009","Lee, Christopher A.; Marciano, Richard; Hou, Chien-yi; Shah, Chirag","From Harvesting to Cultivating: Transformation of a Web Collecting System into a Robust Curation Environment","JCDL '09","interoperable repositories"
"AKMSR4EC","2009","Murray, G. Craig; Lin, Jimmy; Wilbur, John; Lu, Zhiyong","Users' Adjustments to Unsuccessful Queries in Biomedical Search","JCDL '09","user modeling; medical search; PubMed; query reformulation"
"HVBZ7AJJ","2009","Mischo, William H.; Schlembach, Mary C.; Norman, Michael A.","User Search Behaviors within a Library Gateway","JCDL '09","metasearch; transaction logs; user searching behaviors"
"SD7IFLRI","2009","Mazurek, Cezary; Mielnicki, Marcin; Werla, Marcin","Selective Harvesting of Regional Digital Libraries and National Metadata Aggregators","JCDL '09","metadata aggregation; OAI-PMH; interoperability; CQL; metadata access and distribution; selective metadata harvesting"
"PG8D23UY","2009","Leary, Heather; Giersch, Sarah; Walker, Andrew; Recker, Mimi","Developing a Review Rubric for Learning Resources in Digital Libraries","JCDL '09","national science digital library; education digital library; instructional architect; review rubric"
"B4TTLVNB","2009","Kules, Bill; Capra, Robert","Designing Exploratory Search Tasks for User Studies of Information Seeking Support Systems","JCDL '09","search tasks; information seeking; support systems"
"PPLA3M9L","2009","Koh, Eunyee; Kerne, Andruid; Moeller, Jon","Toward Automatic Generation of Image-Text Document Surrogates to Optimize Cognition","JCDL '09","information extraction; search representation; surrogates"
"H5Z2MYVF","2009","Klein, Martin; Nelson, Michael L.","Inter-Search Engine Lexical Signature Performance","JCDL '09","performance; search engine; lexical signature"
"GGF3L3PD","2009","Klein, Martin; Hunsicker, Olena; Nelson, Michael L.","Correlation of Music Charts and Search Engine Rankings","JCDL '09","search engine; correlation; real-world objects"
"RBZJ27SA","2009","Kiyota, Yoji; Nakagawa, Hiroshi; Sakai, Satoshi; Mori, Tatsuya; Masuda, Hidetaka","Exploitation of the Wikipedia Category System for Enhancing the Value of LCSH","JCDL '09","LCSH; subject headings; wikipedia categories"
"N8H5PMKE","2009","Ippolito, Jon; Rinehart, Richard; Lutz, Marilyn; Fitzgerald, Sharon","Forging the Future: New Tools for Variable Media Art Preservation","JCDL '09","metadata; new media; preservation strategies; variable media art"
"W6FXWZHC","2009","Ibekwe-SanJuan, Fidelia; SanJuan, Eric","The Landscape of Information Science: 1996-2008","JCDL '09","information visualization; clustering; text mining; knowledge domain mapping"
"MJXRMCRQ","2009","Hughes, J. Steven; Crichton, Daniel J.; Mattmann, Chris A.","Scientific Digital Libraries, Interoperability, and Ontologies","JCDL '09","digital library; ontology; interoperability; information model; science data; science metadata"
"T4XJ7MHV","2009","Kim, Sarah","Using an Institutional Repository for Personal Digital Collections of Retired Faculty Members","JCDL '09","archiving; institutional repository; archival collection"
"2RGFYEDC","2009","Khoo, Michael; Lin, Xia; Park, Jung-ran","A User-Friendly Metadata Quality Control Tool for the Internet Public Library","JCDL '09","evaluation; metadata; HCI; dublin core; user-centered design; internet public library; LIS instruction; metadata quality control"
"5L3CP6CL","2009","Ishita, Emi; Mine, Shinji; Koizumi, Masanori; Miyata, Yosuke; Kunimoto, Chihiro; Shiozaki, Junko; Kurata, Keiko; Ueda, Shuichi","Analyzing OPAC Use with Screen Views and Eye Tracking","JCDL '09","eye tracking; OPAC use; viewing patterns"
"Y8ERMZ3S","2009","Huang, Sheng-Cheng; Bias, Randolph G.; Payne, Tanya L.; Rogers, Jay B.","Remote Usability Testing: A Practice","JCDL '09","usability testing; collaborative design; remote testing"
"38WGLG9M","2009","Hu, Chang; Rose, Anne; Bederson, Benjamin B.","Locating Text in Scanned Books","JCDL '09","digital libraries; readability; adobe acrobat; book readers; word location"
"UT5SV9TW","2009","Guo, Qi; Kelly, Ryan P.; Deemer, Selden; Murphy, Arthur; Smith, Joan A.; Agichtein, Eugene","EMU: The Emory User Behavior Data Management System for Automatic Library Search Evaluation","JCDL '09","data exploration; library search evaluation; user behavior modeling"
"XAWND9UP","2009","Gong, Jun; Wang, Lidan; Oard, Douglas W.","Personal Name-Matching through Name Transformation","JCDL '09","name transformation; personal name-matching; string distance"
"K9IPA7J8","2009","Esteva, Maria; Bi, Hai","Inferring Intra-Organizational Collaboration from Cosine Similarity Distributions in Text Documents","JCDL '09","digital archives; text mining; statistical distributions"
"2HF94H65","2009","Edwards, Phillip M.","Representing Publication and Distribution Practices for Scholarly Materials: A Cross-Disciplinary Comparison","JCDL '09","scholarly communication; scholarly publication; work practices"
"ZRH5XGE3","2009","Hirt, Christopher; Simons, Gary; Spanne, Joan","Building a MARC-to-OLAC Crosswalk: Repurposing Library Catalog Data for the Language Resources Community","JCDL '09","ISO 639; language identification"
"22FBYHLR","2009","Haruechaiyasak, Choochart; Kongthon, Alisa; Thaiprayoon, Santipong","Building a Thailand Researcher Network Based on a Bibliographic Database","JCDL '09","social network; D management; expertise retrieval; R&amp"
"GARNDKC9","2009","Easty, Richard; Nikolov, Nikolay","Mashing up Life Science Literature Resources","JCDL '09","data integration; browser plugin; life science literature"
"V47VJHUV","2009","Cunningham, Sally Jo; Bydder, Jillene","A Mixed Digital / Physical Snapshot of Early Internet / Web Usage in New Zealand","JCDL '09","internet archive; digital museum; history of the web"
"TSLCPGTU","2009","Cunningham, Sally Jo; Bennett, Erin K.","Tailoring Greenstone for Seniors","JCDL '09","home archiving; personal history; senior users"
"URVX9S22","2009","Chung, Wingyan","Summarizing User-Generated Reviews in Digital Libraries: A Visual Clustering Approach","JCDL '09","clustering; text classification; visualization; text summarization; sentiment analysis; aspect analysis; user-generated review"
"G7LNP5SG","2009","Christel, Michael G.; Maher, Bryan S.; Li, Huan","Analysis of Transaction Logs for Insights into Use of Life Oral Histories","JCDL '09","digital video library; oral histories; video retrieval"
"CHYAES7P","2009","de la Chica, Sebastian; Ahmad, Faisal; Gu, Qianyi; Okoye, Ifi; Maull, Keith; Sumner, Tamara; Butcher, Kirsten R.","A Personalized Learning Environment","JCDL '09","personalization; competency models; digital library resources; knowledge models; student misconceptions"
"C8T4PL75","2009","Chamnongsri, Nisachol; Manmart, Lampang; Wuwongse, Vilas","Implementation and Evaluation of Palm Leaf Manuscript Metadata Schema (PLMM)","JCDL '09","cultural heritage; metadata schema; palm leaf manuscript"
"KE7Q2GNQ","2009","Carlson, Jake; Leiter, Deborah","Addressing Researchers' Needs through the Data Curation Profile","JCDL '09","repositories; data sharing; data curation"
"L4J86QR5","2009","Buchanan, George; Hinze, Annika","Semantic Alerting for Digital Libraries","JCDL '09","digital libraries; FRBR; aggregate documents; alerting; semantics"
"6UUN8P6T","2009","Alemneh, Daniel Gelaw","Expanding the Search for Digital Preservation Solutions: Adopting PREMIS in Cultural Heritage Institutions","JCDL '09","digital preservation; metadata; premis; diffusion of innovation"
"SN5SS2U4","2009","Chute, Ryan; Dresher, Stephan; Balakireva, Luda; Van de Sompel, Herbert","An Interoperability Service Framework for High-Resolution Image Applications","JCDL '09","architecture; digital libraries; JPEG 2000; standards; interoperability; OAI-ORE; digital imaging; JSON; openurl"
"4QLSX25M","2009","Becker, Snowden","Digitizing the Flea Market: EBay as a Data Source for Historic Collections","JCDL '09","ephemera; collectibles; eBay; home movies; online auctions"
"PNLH544T","2009","Sajedi Badashian, Ali; Dehghani Firouzabadi, Asghar; Khalkhali, Iman; Afzali, Hamidreza; Ashurzad Delcheh, Morteza; Shoja Shafiei, Mohammad; Alipour, Mahdi","Collaborative Digital Library: Enhancing Digital Collections to Improve Learning in Educational Programs","JCDL '09","information visualization; digital libraries; integration; collection development; educational resources; knowledge sharing; curriculum development; exploring"
"3FF9PCDP","2009","Borgman, Christine L.; Bowker, Geoffrey C.; Finholt, Thomas A.; Wallis, Jillian C.","Towards a Virtual Organization for Data Cyberinfrastructure","JCDL '09","scientific data; cyberinfrastructure; sensor networks; collaborative work"
"ZMDKW4CN","2009","Antunes, Gonçalo; Barateiro, José; Cabral, Manuel; Borbinha, José; Rodrigues, Rodrigo","Preserving Digital Data in Heterogeneous Environments","JCDL '09","digital preservation; digital libraries; data grids; dependability"
"239Z33I3","2009","McCown, Frank; Nelson, Michael L.","A Framework for Describing Web Repositories","JCDL '09","preservation; web repositories; web resources"
"XMAGLL2A","2009","Cartledge, Charles L.; Nelson, Michael L.","Unsupervised Creation of Small World Networks for the Preservation of Digital Objects","JCDL '09","digital preservation; small world"
